detid,flow,speed,occ,density,interval,length,pos
E1_E6F6_0,120.0,11.59,1.58,3.16,0.0,279.2,259.0
E1_E6F6_1,60.0,11.82,0.78,1.56,0.0,279.2,259.0
E1_E7D7_0,72.0,13.26,0.76,1.52,0.0,279.2,259.0
E1_E7D7_1,60.0,11.62,0.79,1.58,0.0,279.2,259.0
E1_E7E6_0,108.0,11.08,1.51,3.02,0.0,229.2,209.0
E1_E7E6_1,48.0,12.05,0.58,1.16,0.0,229.2,209.0
E1_E7E8_0,108.0,12.56,1.29,2.58,0.0,229.2,209.0
E1_E7E8_1,24.0,11.96,0.28,0.56,0.0,229.2,209.0
E1_E8D8_0,60.0,10.8,0.83,1.6599999999999997,0.0,279.2,259.0
E1_E8D8_1,24.0,10.94,0.32,0.64,0.0,279.2,259.0
E1_E8E7_0,120.0,12.59,1.42,2.84,0.0,229.2,209.0
E1_E8E7_1,36.0,12.25,0.41,0.8199999999999998,0.0,229.2,209.0
E1_E8E9_0,72.0,11.48,0.94,1.88,0.0,229.2,209.0
E1_E8E9_1,84.0,12.88,0.91,1.8199999999999998,0.0,229.2,209.0
E1_E8F8_0,96.0,12.18,1.19,2.38,0.0,279.2,259.0
E1_E8F8_1,60.0,11.01,0.8,1.6,0.0,279.2,259.0
E1_E9D9_0,96.0,12.95,1.04,2.08,0.0,279.2,259.0
E1_E9D9_1,72.0,9.75,5.83,11.66,0.0,279.2,259.0
E1_E9E10_0,48.0,13.48,0.5,1.0,0.0,229.2,209.0
E1_E9E10_1,60.0,13.36,0.63,1.26,0.0,229.2,209.0
E1_E9F9_0,144.0,12.95,1.59,3.18,0.0,279.2,259.0
E1_E9F9_1,36.0,13.88,0.37,0.74,0.0,279.2,259.0
E1_F0E0_0,84.0,10.7,3.32,6.639999999999999,0.0,279.2,259.0
E1_F0E0_1,24.0,13.52,0.25,0.5,0.0,279.2,259.0
E1_F0F1_0,72.0,12.73,0.8,1.6,0.0,229.2,209.0
E1_F0F1_1,36.0,6.37,2.37,4.74,0.0,229.2,209.0
E1_F0G0_0,36.0,13.4,0.38,0.76,0.0,279.2,259.0
E1_F0G0_1,24.0,14.1,0.24,0.48,0.0,279.2,259.0
E1_F0bottom5_0,0.0,-1.0,0.0,-0.0,0.0,189.6,170.0
E1_F0bottom5_1,0.0,-1.0,0.0,-0.0,0.0,189.6,170.0
E1_F10E10_0,24.0,13.15,0.26,0.52,0.0,279.2,259.0
E1_F10E10_1,48.0,13.38,0.5,1.0,0.0,279.2,259.0
E1_F10G10_0,84.0,11.41,1.09,2.18,0.0,279.2,259.0
E1_F10G10_1,24.0,11.89,0.28,0.56,0.0,279.2,259.0
E1_F11E11_0,36.0,12.62,0.54,1.08,0.0,279.2,259.0
E1_F11E11_1,60.0,12.38,0.67,1.34,0.0,279.2,259.0
E1_F11F10_0,96.0,12.08,1.18,2.36,0.0,229.2,209.0
E1_F11F10_1,72.0,12.82,0.79,1.58,0.0,229.2,209.0
E1_F11G11_0,96.0,9.66,2.41,4.82,0.0,279.2,259.0
E1_F11G11_1,12.0,16.38,0.1,0.2,0.0,279.2,259.0
E1_F11top5_0,12.0,13.75,0.12,0.24,0.0,189.6,170.0
E1_F11top5_1,0.0,-1.0,0.0,-0.0,0.0,189.6,170.0
E1_F1E1_0,48.0,12.31,0.55,1.1,0.0,279.2,259.0
E1_F1E1_1,0.0,-1.0,0.0,-0.0,0.0,279.2,259.0
E1_F1F0_0,36.0,11.93,0.42,0.8399999999999999,0.0,229.2,209.0
E1_F1F0_1,48.0,11.06,4.2,8.4,0.0,229.2,209.0
E1_F1F2_0,132.0,10.84,2.89,5.780000000000001,0.0,229.2,209.0
E1_F1F2_1,144.0,10.5,5.1,10.2,0.0,229.2,209.0
E1_F1G1_0,36.0,12.22,0.41,0.8199999999999998,0.0,279.2,259.0
E1_F1G1_1,60.0,12.75,0.66,1.32,0.0,279.2,259.0
E1_F2E2_0,192.0,12.29,2.42,4.84,0.0,279.2,259.0
E1_F2E2_1,96.0,10.31,1.41,2.82,0.0,279.2,259.0
E1_F2F1_0,60.0,11.75,0.79,1.58,0.0,229.2,209.0
E1_F2F1_1,36.0,12.63,0.4,0.8,0.0,229.2,209.0
E1_F2F3_0,108.0,10.1,7.23,14.46,0.0,229.2,209.0
E1_F2F3_1,180.0,9.15,13.78,27.56,0.0,229.2,209.0
E1_F2G2_0,108.0,11.87,1.34,2.68,0.0,279.2,259.0
E1_F2G2_1,72.0,11.84,0.92,1.8399999999999999,0.0,279.2,259.0
E1_F3E3_0,168.0,13.07,1.88,3.76,0.0,279.2,259.0
E1_F3E3_1,84.0,12.73,1.17,2.34,0.0,279.2,259.0
E1_F3F2_0,120.0,12.56,1.42,2.84,0.0,229.2,209.0
E1_F3F2_1,60.0,11.08,2.82,5.64,0.0,229.2,209.0
E1_F3F4_0,120.0,12.58,1.41,2.82,0.0,229.2,209.0
E1_F3F4_1,96.0,11.84,1.17,2.34,0.0,229.2,209.0
E1_F3G3_0,84.0,12.79,0.92,1.8399999999999999,0.0,279.2,259.0
E1_F3G3_1,72.0,12.15,0.9,1.7999999999999998,0.0,279.2,259.0
E1_F4E4_0,120.0,13.19,1.28,2.56,0.0,279.2,259.0
E1_F4E4_1,60.0,14.15,0.59,1.18,0.0,279.2,259.0
E1_F4F5_0,108.0,11.41,1.46,2.92,0.0,229.2,209.0
E1_F4F5_1,84.0,11.34,1.1,2.2,0.0,229.2,209.0
E1_F4G4_0,84.0,12.56,1.02,2.04,0.0,279.2,259.0
E1_F4G4_1,120.0,10.79,6.11,12.219999999999999,0.0,279.2,259.0
E1_F5E5_0,108.0,12.96,1.16,2.32,0.0,279.2,259.0
E1_F5E5_1,24.0,12.86,0.26,0.52,0.0,279.2,259.0
E1_F5F4_0,108.0,10.95,5.02,10.04,0.0,229.2,209.0
E1_F5F4_1,108.0,11.59,1.5,3.0,0.0,229.2,209.0
E1_F5G5_0,84.0,12.3,1.11,2.22,0.0,279.2,259.0
E1_F5G5_1,60.0,11.82,1.44,2.88,0.0,279.2,259.0
E1_F6E6_0,132.0,11.59,5.1,10.2,0.0,279.2,259.0
E1_F6E6_1,84.0,10.87,1.24,2.48,0.0,279.2,259.0
E1_F6F5_0,180.0,12.37,2.18,4.36,0.0,229.2,209.0
E1_F6F5_1,48.0,11.49,0.66,1.32,0.0,229.2,209.0
E1_F6F7_0,96.0,11.34,2.82,5.64,0.0,229.2,209.0
E1_F6F7_1,96.0,11.1,2.2,4.4,0.0,229.2,209.0
E1_F6G6_0,60.0,12.62,0.66,1.32,0.0,279.2,259.0
E1_F6G6_1,48.0,13.81,0.49,0.98,0.0,279.2,259.0
E1_F7E7_0,120.0,10.51,3.29,6.58,0.0,279.2,259.0
E1_F7E7_1,108.0,12.6,4.43,8.86,0.0,279.2,259.0
E1_F7F6_0,144.0,11.46,7.58,15.16,0.0,229.2,209.0
E1_F7F6_1,108.0,11.1,7.35,14.7,0.0,229.2,209.0
E1_F7G7_0,48.0,12.69,0.53,1.06,0.0,279.2,259.0
E1_F7G7_1,48.0,10.7,0.68,1.36,0.0,279.2,259.0
E1_F8E8_0,108.0,12.3,1.3,2.6,0.0,279.2,259.0
E1_F8E8_1,36.0,12.69,0.4,0.8,0.0,279.2,259.0
E1_F8F7_0,204.0,12.32,4.65,9.3,0.0,229.2,209.0
E1_F8F7_1,72.0,12.57,0.88,1.7599999999999998,0.0,229.2,209.0
E1_F8F9_0,48.0,12.61,0.53,1.06,0.0,229.2,209.0
E1_F8F9_1,48.0,12.5,0.54,1.08,0.0,229.2,209.0
E1_F8G8_0,84.0,13.45,0.87,1.7399999999999998,0.0,279.2,259.0
E1_F8G8_1,36.0,13.22,0.38,0.76,0.0,279.2,259.0
E1_F9E9_0,120.0,12.33,1.68,3.3599999999999994,0.0,279.2,259.0
E1_F9E9_1,84.0,13.78,0.86,1.7199999999999998,0.0,279.2,259.0
E1_F9F10_0,36.0,12.4,0.4,0.8,0.0,229.2,209.0
E1_F9F10_1,72.0,10.77,3.83,7.66,0.0,229.2,209.0
E1_F9G9_0,84.0,11.9,1.03,2.06,0.0,279.2,259.0
E1_F9G9_1,12.0,13.28,0.13,0.26,0.0,279.2,259.0
E1_G0F0_0,84.0,11.08,1.19,2.38,0.0,279.2,259.0
E1_G0F0_1,24.0,12.89,0.26,0.52,0.0,279.2,259.0
E1_G0G1_0,60.0,13.63,0.62,1.24,0.0,229.2,209.0
E1_G0G1_1,24.0,12.39,0.27,0.54,0.0,229.2,209.0
E1_G0bottom6_0,12.0,16.09,0.1,0.2,0.0,189.6,170.0
E1_G0bottom6_1,12.0,12.96,0.13,0.26,0.0,189.6,170.0
E1_G10F10_0,84.0,13.08,0.9,1.7999999999999998,0.0,279.2,259.0
E1_G10F10_1,48.0,13.13,0.51,1.02,0.0,279.2,259.0
E1_G10G11_0,0.0,-1.0,0.0,-0.0,0.0,229.2,209.0
E1_G10G11_1,48.0,10.67,0.68,1.36,0.0,229.2,209.0
E1_G10G9_0,60.0,12.83,0.65,1.3,0.0,229.2,209.0
E1_G10G9_1,36.0,13.89,0.36,0.72,0.0,229.2,209.0
E1_G10H10_0,60.0,13.5,0.68,1.36,0.0,279.2,259.0
E1_G10H10_1,24.0,11.47,0.31,0.62,0.0,279.2,259.0
E1_G11G10_0,96.0,10.99,1.35,2.7,0.0,229.2,209.0
E1_G11G10_1,24.0,11.8,0.28,0.56,0.0,229.2,209.0
E1_G11top6_0,0.0,-1.0,0.0,-0.0,0.0,189.6,170.0
E1_G11top6_1,0.0,-1.0,0.0,-0.0,0.0,189.6,170.0
E1_G1F1_0,108.0,10.97,1.5,3.0,0.0,279.2,259.0
E1_G1F1_1,0.0,-1.0,0.0,-0.0,0.0,279.2,259.0
E1_G1G0_0,48.0,12.72,0.53,1.06,0.0,229.2,209.0
E1_G1G0_1,36.0,12.76,0.4,0.8,0.0,229.2,209.0
E1_G1G2_0,96.0,12.95,1.03,2.06,0.0,229.2,209.0
E1_G1G2_1,60.0,13.23,0.63,1.26,0.0,229.2,209.0
E1_G1H1_0,12.0,12.01,0.14,0.28,0.0,279.2,259.0
E1_G1H1_1,84.0,12.77,0.92,1.8399999999999999,0.0,279.2,259.0
E1_G2F2_0,156.0,12.21,4.02,8.04,0.0,279.2,259.0
E1_G2F2_1,96.0,11.22,1.37,2.74,0.0,279.2,259.0
E1_G2G3_0,168.0,11.25,2.72,5.44,0.0,229.2,209.0
E1_G2G3_1,48.0,12.42,0.54,1.08,0.0,229.2,209.0
E1_G2H2_0,36.0,12.05,0.42,0.8399999999999999,0.0,279.2,259.0
E1_G2H2_1,96.0,11.41,1.31,2.62,0.0,279.2,259.0
E1_G3F3_0,132.0,9.32,6.85,13.7,0.0,279.2,259.0
E1_G3F3_1,84.0,7.97,3.74,7.48,0.0,279.2,259.0
E1_G3G4_0,156.0,11.9,1.98,3.96,0.0,229.2,209.0
E1_G3G4_1,96.0,11.48,1.26,2.52,0.0,229.2,209.0
E1_G4F4_0,108.0,12.71,1.19,2.38,0.0,279.2,259.0
E1_G4F4_1,72.0,12.67,0.8,1.6,0.0,279.2,259.0
E1_G4G3_0,72.0,12.14,0.91,1.8199999999999998,0.0,229.2,209.0
E1_G4G3_1,12.0,13.18,0.13,0.26,0.0,229.2,209.0
E1_G4G5_0,144.0,12.09,2.05,4.1,0.0,229.2,209.0
E1_G4G5_1,132.0,10.62,3.94,7.880000000000001,0.0,229.2,209.0
E1_G4H4_0,48.0,12.24,0.63,1.26,0.0,279.2,259.0
E1_G4H4_1,84.0,12.28,0.97,1.94,0.0,279.2,259.0
E1_G5F5_0,120.0,8.69,6.98,13.96,0.0,279.2,259.0
E1_G5F5_1,72.0,12.62,0.8,1.6,0.0,279.2,259.0
E1_G5G4_0,72.0,11.83,0.92,1.8399999999999999,0.0,229.2,209.0
E1_G5G4_1,48.0,10.62,0.69,1.38,0.0,229.2,209.0
E1_G5G6_0,156.0,11.71,3.21,6.42,0.0,229.2,209.0
E1_G5G6_1,144.0,9.49,6.76,13.52,0.0,229.2,209.0
E1_G5H5_0,96.0,11.67,1.22,2.44,0.0,279.2,259.0
E1_G5H5_1,24.0,13.9,0.24,0.48,0.0,279.2,259.0
E1_G6F6_0,156.0,11.95,7.02,14.04,0.0,279.2,259.0
E1_G6F6_1,60.0,10.81,0.84,1.6799999999999997,0.0,279.2,259.0
E1_G6G7_0,144.0,11.34,1.97,3.9400000000000004,0.0,229.2,209.0
E1_G6G7_1,132.0,10.34,2.72,5.44,0.0,229.2,209.0
E1_G6H6_0,36.0,11.51,0.44,0.8799999999999999,0.0,279.2,259.0
E1_G6H6_1,24.0,11.97,0.28,0.56,0.0,279.2,259.0
E1_G7F7_0,132.0,12.32,1.57,3.14,0.0,279.2,259.0
E1_G7F7_1,96.0,12.19,1.12,2.24,0.0,279.2,259.0
E1_G7G6_0,120.0,12.87,1.3,2.6,0.0,229.2,209.0
E1_G7G6_1,36.0,12.64,0.4,0.8,0.0,229.2,209.0
E1_G7G8_0,96.0,10.15,3.54,7.08,0.0,229.2,209.0
E1_G7G8_1,72.0,11.79,6.85,13.7,0.0,229.2,209.0
E1_G7H7_0,60.0,12.84,0.68,1.36,0.0,279.2,259.0
E1_G7H7_1,24.0,10.6,0.32,0.64,0.0,279.2,259.0
E1_G8F8_0,72.0,13.01,0.77,1.54,0.0,279.2,259.0
E1_G8F8_1,36.0,11.89,0.42,0.8399999999999999,0.0,279.2,259.0
E1_G8G7_0,132.0,12.18,1.58,3.16,0.0,229.2,209.0
E1_G8G7_1,36.0,12.43,0.4,0.8,0.0,229.2,209.0
E1_G8G9_0,36.0,10.22,0.55,1.1,0.0,229.2,209.0
E1_G8G9_1,96.0,11.77,1.21,2.42,0.0,229.2,209.0
E1_G8H8_0,60.0,12.46,0.67,1.34,0.0,279.2,259.0
E1_G8H8_1,48.0,13.19,0.51,1.02,0.0,279.2,259.0
E1_G9F9_0,132.0,10.0,2.92,5.84,0.0,279.2,259.0
E1_G9F9_1,84.0,9.22,3.36,6.719999999999999,0.0,279.2,259.0
E1_G9G10_0,12.0,12.07,0.14,0.28,0.0,229.2,209.0
E1_G9G10_1,60.0,12.44,0.76,1.52,0.0,229.2,209.0
E1_G9G8_0,120.0,11.59,1.58,3.16,0.0,229.2,209.0
E1_G9G8_1,24.0,9.1,0.41,0.8199999999999998,0.0,229.2,209.0
E1_H0G0_0,132.0,12.8,1.72,3.4399999999999995,0.0,279.2,259.0
E1_H0G0_1,12.0,4.36,0.38,0.76,0.0,279.2,259.0
E1_H0I0_0,0.0,-1.0,0.0,-0.0,0.0,279.2,259.0
E1_H0I0_1,60.0,12.77,0.66,1.32,0.0,279.2,259.0
E1_H0bottom7_0,0.0,-1.0,0.0,-0.0,0.0,189.6,170.0
E1_H0bottom7_1,12.0,12.84,0.13,0.26,0.0,189.6,170.0
E1_H10G10_0,72.0,13.21,0.76,1.52,0.0,279.2,259.0
E1_H10G10_1,36.0,13.07,0.38,0.76,0.0,279.2,259.0
E1_H10H11_0,0.0,-1.0,0.0,-0.0,0.0,229.2,209.0
E1_H10H11_1,72.0,11.53,0.94,1.88,0.0,229.2,209.0
E1_H10H9_0,144.0,11.29,1.99,3.9800000000000004,0.0,229.2,209.0
E1_H10H9_1,12.0,11.89,0.14,0.28,0.0,229.2,209.0
E1_H10I10_0,60.0,13.02,0.64,1.28,0.0,279.2,259.0
E1_H10I10_1,12.0,11.96,0.14,0.28,0.0,279.2,259.0
E1_H11H10_0,96.0,11.89,1.2,2.4,0.0,229.2,209.0
E1_H11H10_1,12.0,10.17,0.16,0.32,0.0,229.2,209.0
E1_H11I11_0,60.0,11.11,0.81,1.62,0.0,279.2,259.0
E1_H11I11_1,0.0,-1.0,0.0,-0.0,0.0,279.2,259.0
E1_H11top7_0,0.0,-1.0,0.0,-0.0,0.0,189.6,170.0
E1_H11top7_1,12.0,12.56,0.13,0.26,0.0,189.6,170.0
E1_H1G1_0,84.0,13.34,0.88,1.7599999999999998,0.0,279.2,259.0
E1_H1G1_1,12.0,12.08,0.14,0.28,0.0,279.2,259.0
E1_H1H0_0,24.0,13.19,0.25,0.5,0.0,229.2,209.0
E1_H1H0_1,12.0,12.23,0.14,0.28,0.0,229.2,209.0
E1_H1H2_0,108.0,13.13,1.15,2.3,0.0,229.2,209.0
E1_H1H2_1,120.0,9.83,2.8,5.6,0.0,229.2,209.0
E1_H2G2_0,192.0,10.54,3.28,6.559999999999999,0.0,279.2,259.0
E1_H2G2_1,48.0,11.17,0.67,1.34,0.0,279.2,259.0
E1_H2H1_0,60.0,11.69,0.79,1.58,0.0,229.2,209.0
E1_H2H1_1,0.0,-1.0,0.0,-0.0,0.0,229.2,209.0
E1_H2H3_0,120.0,11.93,1.88,3.76,0.0,229.2,209.0
E1_H2H3_1,96.0,12.4,2.58,5.16,0.0,229.2,209.0
E1_H3G3_0,132.0,12.95,1.5,3.0,0.0,279.2,259.0
E1_H3G3_1,48.0,14.71,0.46,0.9199999999999999,0.0,279.2,259.0
E1_H3H2_0,120.0,10.26,4.32,8.64,0.0,229.2,209.0
E1_H3H2_1,36.0,10.14,0.55,1.1,0.0,229.2,209.0
E1_H3H4_0,132.0,12.87,1.44,2.88,0.0,229.2,209.0
E1_H3H4_1,60.0,9.27,1.87,3.74,0.0,229.2,209.0
E1_H3I3_0,36.0,13.72,0.37,0.74,0.0,279.2,259.0
E1_H3I3_1,36.0,14.23,0.36,0.72,0.0,279.2,259.0
E1_H4G4_0,120.0,11.37,1.61,3.22,0.0,279.2,259.0
E1_H4G4_1,48.0,14.1,0.49,0.98,0.0,279.2,259.0
E1_H4H5_0,120.0,10.7,5.29,10.58,0.0,229.2,209.0
E1_H4H5_1,120.0,11.74,1.52,3.04,0.0,229.2,209.0
E1_H5G5_0,132.0,11.94,1.68,3.3599999999999994,0.0,279.2,259.0
E1_H5G5_1,36.0,12.48,0.4,0.8,0.0,279.2,259.0
E1_H5H4_0,156.0,10.92,2.45,4.9,0.0,229.2,209.0
E1_H5H4_1,24.0,9.12,2.5,5.0,0.0,229.2,209.0
E1_H5H6_0,108.0,11.06,1.51,3.02,0.0,229.2,209.0
E1_H5H6_1,108.0,12.42,1.29,2.58,0.0,229.2,209.0
E1_H6G6_0,132.0,11.85,1.7,3.3999999999999995,0.0,279.2,259.0
E1_H6G6_1,48.0,12.3,0.55,1.1,0.0,279.2,259.0
E1_H6H5_0,120.0,11.28,3.16,6.32,0.0,229.2,209.0
E1_H6H5_1,36.0,13.1,0.39,0.78,0.0,229.2,209.0
E1_H6H7_0,72.0,13.48,0.75,1.5,0.0,229.2,209.0
E1_H6H7_1,60.0,11.25,0.81,1.62,0.0,229.2,209.0
E1_H6I6_0,72.0,11.82,0.92,1.8399999999999999,0.0,279.2,259.0
E1_H6I6_1,12.0,14.31,0.12,0.24,0.0,279.2,259.0
E1_H7G7_0,72.0,9.89,2.21,4.42,0.0,279.2,259.0
E1_H7G7_1,72.0,7.8,2.81,5.620000000000001,0.0,279.2,259.0
E1_H7H6_0,132.0,9.02,5.65,11.3,0.0,229.2,209.0
E1_H7H6_1,60.0,11.65,3.92,7.84,0.0,229.2,209.0
E1_H7H8_0,60.0,12.8,0.66,1.32,0.0,229.2,209.0
E1_H7H8_1,24.0,11.86,0.28,0.56,0.0,229.2,209.0
E1_H8G8_0,36.0,12.96,0.39,0.78,0.0,279.2,259.0
E1_H8G8_1,72.0,12.03,0.91,1.8199999999999998,0.0,279.2,259.0
E1_H8H9_0,12.0,11.26,0.15,0.3,0.0,229.2,209.0
E1_H8H9_1,120.0,13.02,1.31,2.62,0.0,229.2,209.0
E1_H8I8_0,60.0,12.88,0.65,1.3,0.0,279.2,259.0
E1_H8I8_1,12.0,11.79,0.14,0.28,0.0,279.2,259.0
E1_H9G9_0,144.0,12.83,1.65,3.3,0.0,279.2,259.0
E1_H9G9_1,48.0,13.89,0.48,0.96,0.0,279.2,259.0
E1_H9H10_0,36.0,13.48,0.37,0.74,0.0,229.2,209.0
E1_H9H10_1,48.0,12.64,0.53,1.06,0.0,229.2,209.0
E1_H9I9_0,48.0,13.11,0.51,1.02,0.0,279.2,259.0
E1_H9I9_1,24.0,12.92,0.26,0.52,0.0,279.2,259.0
E1_I0right0_0,0.0,-1.0,0.0,-0.0,0.0,189.6,170.0
E1_I0right0_1,0.0,-1.0,0.0,-0.0,0.0,189.6,170.0
E1_I10H10_0,36.0,12.86,0.39,0.78,0.0,279.2,259.0
E1_I10H10_1,72.0,12.18,0.84,1.6799999999999997,0.0,279.2,259.0
E1_I10I11_0,0.0,-1.0,0.0,-0.0,0.0,229.2,209.0
E1_I10I11_1,60.0,11.94,0.77,1.54,0.0,229.2,209.0
E1_I10I9_0,168.0,11.03,3.57,7.14,0.0,229.2,209.0
E1_I10I9_1,12.0,9.2,0.18,0.36,0.0,229.2,209.0
E1_I10right10_0,12.0,12.78,0.13,0.26,0.0,189.6,170.0
E1_I10right10_1,0.0,-1.0,0.0,-0.0,0.0,189.6,170.0
E1_I11H11_0,36.0,12.06,0.41,0.8199999999999998,0.0,279.2,259.0
E1_I11H11_1,72.0,12.54,0.89,1.7799999999999998,0.0,279.2,259.0
E1_I11I10_0,84.0,12.58,0.94,1.88,0.0,229.2,209.0
E1_I11I10_1,0.0,-1.0,0.0,-0.0,0.0,229.2,209.0
E1_I11top8_0,0.0,-1.0,0.0,-0.0,0.0,189.6,170.0
E1_I11top8_1,0.0,-1.0,0.0,-0.0,0.0,189.6,170.0
E1_I1H1_0,72.0,8.7,1.83,3.66,0.0,279.2,259.0
E1_I1H1_1,12.0,13.32,0.13,0.26,0.0,279.2,259.0
E1_I1I0_0,48.0,12.87,0.52,1.04,0.0,229.2,209.0
E1_I1I0_1,0.0,-1.0,0.0,-0.0,0.0,229.2,209.0
E1_I1I2_0,96.0,13.31,1.02,2.04,0.0,229.2,209.0
E1_I1I2_1,36.0,14.14,0.36,0.72,0.0,229.2,209.0
E1_I1right1_0,0.0,-1.0,0.0,-0.0,0.0,189.6,170.0
E1_I1right1_1,0.0,-1.0,0.0,-0.0,0.0,189.6,170.0
E1_I2H2_0,96.0,12.92,1.04,2.08,0.0,279.2,259.0
E1_I2H2_1,12.0,12.76,0.13,0.26,0.0,279.2,259.0
E1_I2I1_0,72.0,9.75,5.08,10.16,0.0,229.2,209.0
E1_I2I1_1,0.0,-1.0,0.0,-0.0,0.0,229.2,209.0
E1_I2I3_0,96.0,12.01,1.24,2.48,0.0,229.2,209.0
E1_I2I3_1,96.0,10.87,2.24,4.48,0.0,229.2,209.0
E1_I2right2_0,0.0,-1.0,0.0,-0.0,0.0,189.6,170.0
E1_I2right2_1,24.0,13.55,0.25,0.5,0.0,189.6,170.0
E1_I3H3_0,96.0,9.71,2.03,4.06,0.0,279.2,259.0
E1_I3H3_1,24.0,12.19,0.27,0.54,0.0,279.2,259.0
E1_I3I2_0,48.0,10.86,0.68,1.36,0.0,229.2,209.0
E1_I3I2_1,24.0,13.89,0.24,0.48,0.0,229.2,209.0
E1_I3I4_0,72.0,12.58,0.8,1.6,0.0,229.2,209.0
E1_I3I4_1,48.0,10.57,0.69,1.38,0.0,229.2,209.0
E1_I4H4_0,96.0,12.76,1.06,2.12,0.0,279.2,259.0
E1_I4H4_1,36.0,13.11,0.38,0.76,0.0,279.2,259.0
E1_I4I3_0,96.0,11.9,1.2,2.4,0.0,229.2,209.0
E1_I4I3_1,0.0,-1.0,0.0,-0.0,0.0,229.2,209.0
E1_I4I5_0,72.0,12.87,0.78,1.56,0.0,229.2,209.0
E1_I4I5_1,60.0,13.96,0.61,1.22,0.0,229.2,209.0
E1_I5H5_0,84.0,11.67,1.07,2.14,0.0,279.2,259.0
E1_I5H5_1,24.0,13.22,0.25,0.5,0.0,279.2,259.0
E1_I5I4_0,96.0,12.3,5.17,10.34,0.0,229.2,209.0
E1_I5I4_1,36.0,9.9,0.6,1.2,0.0,229.2,209.0
E1_I5I6_0,72.0,11.68,0.98,1.96,0.0,229.2,209.0
E1_I5I6_1,96.0,10.97,2.11,4.22,0.0,229.2,209.0
E1_I5right5_0,0.0,-1.0,0.0,-0.0,0.0,189.6,170.0
E1_I5right5_1,24.0,12.83,0.26,0.52,0.0,189.6,170.0
E1_I6H6_0,84.0,13.82,0.85,1.6999999999999997,0.0,279.2,259.0
E1_I6H6_1,24.0,13.61,0.24,0.48,0.0,279.2,259.0
E1_I6I5_0,108.0,9.58,1.78,3.5599999999999996,0.0,229.2,209.0
E1_I6I5_1,36.0,12.88,0.39,0.78,0.0,229.2,209.0
E1_I6I7_0,48.0,11.42,0.59,1.18,0.0,229.2,209.0
E1_I6I7_1,72.0,12.64,0.8,1.6,0.0,229.2,209.0
E1_I6right6_0,0.0,-1.0,0.0,-0.0,0.0,189.6,170.0
E1_I6right6_1,0.0,-1.0,0.0,-0.0,0.0,189.6,170.0
E1_I7H7_0,72.0,13.15,0.77,1.54,0.0,279.2,259.0
E1_I7H7_1,48.0,12.94,0.52,1.04,0.0,279.2,259.0
E1_I8H8_0,60.0,12.55,0.67,1.34,0.0,279.2,259.0
E1_I8H8_1,24.0,12.75,0.27,0.54,0.0,279.2,259.0
E1_I8I7_0,120.0,11.42,1.6,3.2,0.0,229.2,209.0
E1_I8I7_1,48.0,12.89,0.53,1.06,0.0,229.2,209.0
E1_I8I9_0,24.0,12.89,0.26,0.52,0.0,229.2,209.0
E1_I8I9_1,60.0,11.08,0.82,1.6399999999999997,0.0,229.2,209.0
E1_I9H9_0,60.0,10.91,0.82,1.6399999999999997,0.0,279.2,259.0
E1_I9H9_1,84.0,11.75,1.07,2.14,0.0,279.2,259.0
E1_I9I8_0,132.0,12.2,5.14,10.280000000000001,0.0,229.2,209.0
E1_I9I8_1,12.0,10.82,0.15,0.3,0.0,229.2,209.0
E1_I9right9_0,0.0,-1.0,0.0,-0.0,0.0,189.6,170.0
E1_I9right9_1,0.0,-1.0,0.0,-0.0,0.0,189.6,170.0
E1_bottom0A0_0,24.0,12.39,0.27,0.54,0.0,189.6,170.0
E1_bottom0A0_1,0.0,-1.0,0.0,-0.0,0.0,189.6,170.0
E1_bottom1B0_0,36.0,10.19,1.48,2.96,0.0,189.6,170.0
E1_bottom1B0_1,12.0,4.01,0.42,0.8399999999999999,0.0,189.6,170.0
E1_bottom2C0_0,12.0,9.74,0.17,0.34,0.0,189.6,170.0
E1_bottom2C0_1,24.0,11.85,0.28,0.56,0.0,189.6,170.0
E1_bottom3D0_0,12.0,11.93,0.14,0.28,0.0,189.6,170.0
E1_bottom3D0_1,0.0,-1.0,0.0,-0.0,0.0,189.6,170.0
E1_bottom4E0_0,24.0,11.78,0.28,0.56,0.0,189.6,170.0
E1_bottom4E0_1,12.0,11.78,0.14,0.28,0.0,189.6,170.0
E1_bottom5F0_0,12.0,15.19,0.11,0.21999999999999997,0.0,189.6,170.0
E1_bottom5F0_1,24.0,12.82,0.26,0.52,0.0,189.6,170.0
E1_bottom6G0_0,0.0,-1.0,0.0,-0.0,0.0,189.6,170.0
E1_bottom6G0_1,12.0,12.01,0.14,0.28,0.0,189.6,170.0
E1_bottom7H0_0,48.0,11.64,0.66,1.32,0.0,189.6,170.0
E1_bottom7H0_1,24.0,11.69,0.29,0.58,0.0,189.6,170.0
E1_bottom8I0_0,12.0,15.65,0.11,0.21999999999999997,0.0,189.6,170.0
E1_bottom8I0_1,12.0,11.94,0.14,0.28,0.0,189.6,170.0
E1_left0A0_0,0.0,-1.0,0.0,-0.0,0.0,189.6,170.0
E1_left0A0_1,0.0,-1.0,0.0,-0.0,0.0,189.6,170.0
E1_left11A11_0,12.0,11.97,0.14,0.28,0.0,189.6,170.0
E1_left11A11_1,0.0,-1.0,0.0,-0.0,0.0,189.6,170.0
